,Post_Content,Date,Comments_Shares,All_Responses,Brand
819,A little rain never stops us having a picnic! Whatever the weather this Summer enjoy 2 for £3 across all picnic snacks #justaddasda http://bit.ly/2vf2Mqw,"August 11, 2017",84 Comments62 Shares137K Views,744,asda
820,What a blast from the past! Remember these retro favourites? Tag someone who will love these throwback snack-time treats – three packs for only £3! #tbt,"August 10, 2017",900 Comments,1.3K,asda
821,What a blast from the past! Remember these retro favourites? Tag someone who will love these throwback snack-time treats – three packs for only £3! #tbt,"August 10, 2017",900 Comments,1.3K,asda
822,"Know a wine drinker who says: ""Anything but Chardonnay?""
Our wine buyer Ed Betts says it's time to rediscover the charms of the grape that fell out of fashion but is now making a comeback. Read his Thirsty Thursday blog post here: http://bit.ly/2urLTLW","August 10, 2017",293 Comments86 Shares,1.9K,asda
823,"Know a wine drinker who says: ""Anything but Chardonnay?""
Our wine buyer Ed Betts says it's time to rediscover the charms of the grape that fell out of fashion but is now making a comeback. Read his Thirsty Thursday blog post here: http://bit.ly/2urLTLW","August 10, 2017",293 Comments86 Shares,1.9K,asda
824,"Happy birthday to our oldest colleague Tom who's 92 today!
Tom, who’s a porter at our Wigan store, says he loves helping customers like Margaret who had a stroke last year. Margaret says: ""He always has a smile on his face and will do anything to help you – he’s such a nice gentleman. For 92 he’s unbelievable really."" Read about how colleagues have been celebrating with him: http://bit.ly/2ul5HAI","August 8, 2017",1.1K Comments598 Shares,13K,asda
825,"Happy birthday to our oldest colleague Tom who's 92 today!
Tom, who’s a porter at our Wigan store, says he loves helping customers like Margaret who had a stroke last year. Margaret says: ""He always has a smile on his face and will do anything to help you – he’s such a nice gentleman. For 92 he’s unbelievable really."" Read about how colleagues have been celebrating with him: http://bit.ly/2ul5HAI","August 8, 2017",1.1K Comments598 Shares,13K,asda
826,Stuck inside this week 🌧? Check out these low cost craft ideas that will keep the kids entertained!,"August 8, 2017",307 Comments10 Shares,59,asda
827,Stuck inside this week 🌧? Check out these low cost craft ideas that will keep the kids entertained!,"August 8, 2017",307 Comments10 Shares,59,asda
828,"""I can't believe something so perfect is dishwasher safe! What a time to be alive!""
Thanks to Danielle who posted this gorgeous photo showing off her new set of George Home iridescent cutlery. We love it too Danielle!
Click the link to add some shimmer to your kitchen for only £20: http://bit.ly/2v2z6Na","August 7, 2017","5.9K Comments1,277 Shares",9.7K,asda
829,"""I can't believe something so perfect is dishwasher safe! What a time to be alive!""
Thanks to Danielle who posted this gorgeous photo showing off her new set of George Home iridescent cutlery. We love it too Danielle!
Click the link to add some shimmer to your kitchen for only £20: http://bit.ly/2v2z6Na","August 7, 2017","5.9K Comments1,277 Shares",9.7K,asda
830,"Our bakery colleague Gary has struck up a great friendship with 85-year-old customer Audrey, a keen baker herself who comes in to our Barking store every week and passes on some of her fantastic tips.
She’s helped him improve her favourite product – tiger chest bread – and she often brings in home-baked goodies for the team. Gary says: ""I never got the chance to meet my grandparents so I call Audrey my grandma."" Read more: http://bit.ly/2v5PpsA","August 6, 2017",557 Comments422 Shares,16K,asda
831,"Our bakery colleague Gary has struck up a great friendship with 85-year-old customer Audrey, a keen baker herself who comes in to our Barking store every week and passes on some of her fantastic tips.
She’s helped him improve her favourite product – tiger chest bread – and she often brings in home-baked goodies for the team. Gary says: ""I never got the chance to meet my grandparents so I call Audrey my grandma."" Read more: http://bit.ly/2v5PpsA","August 6, 2017",557 Comments422 Shares,16K,asda
832,"Our Make Your Own Ice Cream kits are proving popular on social media – so we'd like to know what new flavours you'd like to see added to the range.
Leave a comment below to tell us what flavour and topping you'd like to see and we'll pass it onto the desserts and baking team. The Vanilla, Chocolate Heaven and Caramel Delight kits are on rollback for £1: http://bit.ly/2uaMmBZ","August 5, 2017",2.6K Comments416 Shares,2.2K,asda
833,"Our Make Your Own Ice Cream kits are proving popular on social media – so we'd like to know what new flavours you'd like to see added to the range.
Leave a comment below to tell us what flavour and topping you'd like to see and we'll pass it onto the desserts and baking team. The Vanilla, Chocolate Heaven and Caramel Delight kits are on rollback for £1: http://bit.ly/2uaMmBZ","August 5, 2017",2.6K Comments416 Shares,2.2K,asda
834,"Colleagues at our stores have been hosting Pudsey's Teddy Bears picnics for BBC Children in Need – and some kids have even met Pudsey himself, just like little Rylee at our Wheatley store.
Rylee, who's seven, can become upset when he hears loud noises – so the store's community champion Angie gave him lots of goodies to host his own party with his teddy bears at home. His mum Roxanne said: ""It was lovely of Angie to do this – it really cheered him up."" http://bit.ly/2u9ZIhR","August 4, 2017",121 Comments217 Shares,6.6K,asda
835,"Colleagues at our stores have been hosting Pudsey's Teddy Bears picnics for BBC Children in Need – and some kids have even met Pudsey himself, just like little Rylee at our Wheatley store.
Rylee, who's seven, can become upset when he hears loud noises – so the store's community champion Angie gave him lots of goodies to host his own party with his teddy bears at home. His mum Roxanne said: ""It was lovely of Angie to do this – it really cheered him up."" http://bit.ly/2u9ZIhR","August 4, 2017",121 Comments217 Shares,6.6K,asda
836,"It's International Beer Day tomorrow – so it's the perfect day to discover why everyone's getting so excited about our craft beer range. 🍺
If you're new to craft beer it can be difficult to know where to start – so check out our expert Hywel's Thirsty Thursday blog post for some great suggestions: http://bit.ly/2v3eZhY","August 3, 2017",79 Comments100 Shares,913,asda
837,"It's International Beer Day tomorrow – so it's the perfect day to discover why everyone's getting so excited about our craft beer range. 🍺
If you're new to craft beer it can be difficult to know where to start – so check out our expert Hywel's Thirsty Thursday blog post for some great suggestions: http://bit.ly/2v3eZhY","August 3, 2017",79 Comments100 Shares,913,asda
838,"These Mums agreed to undergo a makeover… from their kids!
Check out how these young eager stylists made their mums look amazing with the latest George clothing collection.","August 3, 2017",11 Comments,61,asda
839,"These Mums agreed to undergo a makeover… from their kids!
Check out how these young eager stylists made their mums look amazing with the latest George clothing collection.","August 3, 2017",11 Comments,61,asda
840,"Happy Yorkshire Day!
Thanks to Yorkshire poet Ben Taylor for popping in to his local Asda and recording this reight good tribute to God's Own County 😉","August 1, 2017",158 Comments1 Share,824,asda
841,"Happy Yorkshire Day!
Thanks to Yorkshire poet Ben Taylor for popping in to his local Asda and recording this reight good tribute to God's Own County 😉","August 1, 2017",158 Comments1 Share,824,asda
